Motif	Domain	Interaction Domain Description	Interaction Domain Name
3DID_TGF_beta_LIG_0-9	PF00019	TGF_beta	TGF_beta
3DID_TNF_LIG_2-0	PF00229	TNF	TNF
3DID_TPR1-like_2nd_LIG_0-0	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-1	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-13	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-16	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-2	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-20	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-28	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-38	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-4	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_0-8	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_1-0	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR1-like_2nd_LIG_1-1	PF21889	TPR1-like_2nd	TPR1-like_2nd
3DID_TPR_10_LIG_1-0	PF13374	TPR_10	TPR_10
3DID_TPR_10_LIG_2-0	PF13374	TPR_10	TPR_10
3DID_TPR_11_LIG_1-0	PF13414	TPR_11	TPR_11
3DID_TPR_12_LIG_0-0	PF13424	TPR_12	TPR_12
3DID_TPR_12_LIG_0-1	PF13424	TPR_12	TPR_12
3DID_TPR_12_LIG_0-2	PF13424	TPR_12	TPR_12
3DID_TPR_12_LIG_0-7	PF13424	TPR_12	TPR_12
3DID_TPR_12_LIG_2-0	PF13424	TPR_12	TPR_12
3DID_TPR_12_LIG_2-3	PF13424	TPR_12	TPR_12
3DID_TPR_16_LIG_2-0	PF13432	TPR_16	TPR_16
3DID_TPR_16_LIG_2-3	PF13432	TPR_16	TPR_16
3DID_TPR_1_LIG_0-0	PF00515	TPR_1	TPR_1
3DID_TPR_1_LIG_0-1	PF00515	TPR_1	TPR_1
3DID_TPR_1_LIG_0-18	PF00515	TPR_1	TPR_1
3DID_TPR_1_LIG_0-2	PF00515	TPR_1	TPR_1
3DID_TPR_1_LIG_3-0	PF00515	TPR_1	TPR_1
3DID_TPR_1_LIG_3-4	PF00515	TPR_1	TPR_1
3DID_TPR_8_LIG_0-0	PF13181	TPR_8	TPR_8
3DID_TPR_8_LIG_3-0	PF13181	TPR_8	TPR_8
3DID_TPR_EMC2_LIG_0-0	PF22890	TPR_EMC2	TPR_EMC2
3DID_TRAF-mep_MATH_LIG_0-0	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRAF-mep_MATH_LIG_0-1	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRAF-mep_MATH_LIG_0-20	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRAF-mep_MATH_LIG_0-23	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRAF-mep_MATH_LIG_0-7	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRAF-mep_MATH_LIG_0-8	PF21355	TRAF-mep_MATH	TRAF-mep_MATH
3DID_TRF_LIG_0-13	PF08558	TRF	TRF
3DID_TRF_LIG_0-34	PF08558	TRF	TRF
3DID_TRF_LIG_0-8	PF08558	TRF	TRF
3DID_TRF_LIG_1-0	PF08558	TRF	TRF
3DID_TRF_LIG_1-12	PF08558	TRF	TRF
3DID_TRF_LIG_1-13	PF08558	TRF	TRF
3DID_TRF_LIG_1-3	PF08558	TRF	TRF
3DID_TRF_LIG_1-8	PF08558	TRF	TRF
3DID_TUDOR_LIG_1-0	PF00567	TUDOR	TUDOR
3DID_TetR_N_LIG_0-0	PF00440	TetR_N	TetR_N
3DID_Tfb2_LIG_2-0	PF03849	Tfb2	Tfb2
3DID_Thioredoxin_LIG_4-0	PF00085	Thioredoxin	Thioredoxin
3DID_Thioredoxin_LIG_4-1	PF00085	Thioredoxin	Thioredoxin
3DID_Toprim_LIG_1-0	PF01751	Toprim	Toprim
3DID_Troponin_LIG_7-0	PF00992	Troponin	Troponin
3DID_Trypsin_LIG_18-0	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_19-0	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_2-0	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_2-1	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_2-3	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_2-4	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_20-0	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_3-0	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_5-1	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_5-2	PF00089	Trypsin	Trypsin
3DID_Trypsin_LIG_7-1	PF00089	Trypsin	Trypsin
3DID_Tudor_2_LIG_0-0	PF18104	Tudor_2	Tudor_2
3DID_Tudor_2_LIG_0-1	PF18104	Tudor_2	Tudor_2
3DID_Tudor_2_LIG_0-20	PF18104	Tudor_2	Tudor_2
3DID_Tudor_2_LIG_0-4	PF18104	Tudor_2	Tudor_2
3DID_Tudor_2_LIG_0-51	PF18104	Tudor_2	Tudor_2
3DID_Tyr-DNA_phospho_LIG_0-0	PF06087	Tyr-DNA_phospho	Tyr-DNA_phospho
3DID_UCR_14kD_LIG_0-0	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-1	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-20	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-28	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-29	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-3	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-49	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-6	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-7	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_14kD_LIG_0-9	PF02271	UCR_14kD	UCR_14kD
3DID_UCR_UQCRX_QCR9_LIG_2-0	PF05365	UCR_UQCRX_QCR9	UCR_UQCRX_QCR9
3DID_UEV_LIG_0-0	PF05743	UEV	UEV
3DID_UEV_LIG_0-4	PF05743	UEV	UEV
3DID_UPAR_LY6_LIG_4-0	PF00021	UPAR_LY6	UPAR_LY6
3DID_UQ_con_LIG_3-0	PF00179	UQ_con	UQ_con
3DID_UQ_con_LIG_4-0	PF00179	UQ_con	UQ_con
3DID_UQ_con_LIG_4-2	PF00179	UQ_con	UQ_con
3DID_USP7_ICP0_bdg_LIG_0-0	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_0-1	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_0-2	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_0-4	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_0-9	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_1-0	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_1-1	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_1-2	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_1-3	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_2-0	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_2-1	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_2-2	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_2-4	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_USP7_ICP0_bdg_LIG_2-5	PF12436	USP7_ICP0_bdg	USP7_ICP0_bdg
3DID_Ufm1_LIG_0-0	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-14	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-2	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-22	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-33	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-34	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-4	PF03671	Ufm1	Ufm1
3DID_Ufm1_LIG_0-7	PF03671	Ufm1	Ufm1
3DID_V-ATPase_G_LIG_0-0	PF03179	V-ATPase_G	V-ATPase_G
3DID_V-ATPase_G_LIG_0-2	PF03179	V-ATPase_G	V-ATPase_G
3DID_V-ATPase_G_LIG_0-3	PF03179	V-ATPase_G	V-ATPase_G
3DID_V-ATPase_G_LIG_0-9	PF03179	V-ATPase_G	V-ATPase_G
3DID_V-SNARE_C_LIG_0-0	PF12352	V-SNARE_C	V-SNARE_C
3DID_V-SNARE_C_LIG_0-1	PF12352	V-SNARE_C	V-SNARE_C
3DID_V-set_LIG_108-0	PF07686	V-set	V-set
3DID_V-set_LIG_108-1	PF07686	V-set	V-set
3DID_V-set_LIG_109-0	PF07686	V-set	V-set
3DID_V-set_LIG_109-1	PF07686	V-set	V-set
3DID_V-set_LIG_11-0	PF07686	V-set	V-set
3DID_V-set_LIG_123-0	PF07686	V-set	V-set
3DID_V-set_LIG_13-0	PF07686	V-set	V-set
3DID_V-set_LIG_135-0	PF07686	V-set	V-set
3DID_V-set_LIG_135-1	PF07686	V-set	V-set
3DID_V-set_LIG_136-0	PF07686	V-set	V-set
3DID_V-set_LIG_136-1	PF07686	V-set	V-set
3DID_V-set_LIG_141-0	PF07686	V-set	V-set
3DID_V-set_LIG_151-0	PF07686	V-set	V-set
3DID_V-set_LIG_161-0	PF07686	V-set	V-set
3DID_V-set_LIG_165-0	PF07686	V-set	V-set
3DID_V-set_LIG_21-0	PF07686	V-set	V-set
3DID_V-set_LIG_23-0	PF07686	V-set	V-set
3DID_V-set_LIG_29-0	PF07686	V-set	V-set
3DID_V-set_LIG_31-0	PF07686	V-set	V-set
3DID_V-set_LIG_32-0	PF07686	V-set	V-set
3DID_V-set_LIG_33-0	PF07686	V-set	V-set
3DID_V-set_LIG_33-1	PF07686	V-set	V-set
3DID_V-set_LIG_34-0	PF07686	V-set	V-set
3DID_V-set_LIG_34-1	PF07686	V-set	V-set
3DID_V-set_LIG_34-2	PF07686	V-set	V-set
3DID_V-set_LIG_35-0	PF07686	V-set	V-set
3DID_V-set_LIG_35-4	PF07686	V-set	V-set
3DID_V-set_LIG_42-0	PF07686	V-set	V-set
3DID_V-set_LIG_53-0	PF07686	V-set	V-set
3DID_V-set_LIG_61-0	PF07686	V-set	V-set
3DID_V-set_LIG_73-0	PF07686	V-set	V-set
3DID_V-set_LIG_73-1	PF07686	V-set	V-set
3DID_V-set_LIG_75-0	PF07686	V-set	V-set
3DID_V-set_LIG_9-0	PF07686	V-set	V-set
3DID_V-set_LIG_93-0	PF07686	V-set	V-set
3DID_V-set_LIG_95-0	PF07686	V-set	V-set
3DID_VHL_C_LIG_2-0	PF17211	VHL_C	VHL_C
3DID_VHL_C_LIG_2-1	PF17211	VHL_C	VHL_C
3DID_VHL_C_LIG_2-5	PF17211	VHL_C	VHL_C
3DID_VHL_LIG_2-0	PF01847	VHL	VHL
3DID_VHS_LIG_0-0	PF00790	VHS	VHS
3DID_VHS_LIG_0-12	PF00790	VHS	VHS
3DID_VHS_LIG_0-13	PF00790	VHS	VHS
3DID_VHS_LIG_0-4	PF00790	VHS	VHS
3DID_VHS_LIG_0-6	PF00790	VHS	VHS
3DID_VHS_LIG_0-7	PF00790	VHS	VHS
3DID_VWA_2_LIG_2-0	PF13519	VWA_2	VWA_2
3DID_VWA_LIG_0-0	PF00092	VWA	VWA
3DID_VWA_LIG_0-2	PF00092	VWA	VWA
3DID_VWA_LIG_0-4	PF00092	VWA	VWA
3DID_VWA_LIG_0-7	PF00092	VWA	VWA
3DID_VWA_LIG_0-9	PF00092	VWA	VWA
3DID_Vinculin_LIG_2-0	PF01044	Vinculin	Vinculin
3DID_Vinculin_LIG_2-1	PF01044	Vinculin	Vinculin
3DID_Vinculin_LIG_2-2	PF01044	Vinculin	Vinculin
3DID_Vinculin_LIG_2-3	PF01044	Vinculin	Vinculin
3DID_Vinculin_LIG_2-7	PF01044	Vinculin	Vinculin
3DID_Vinculin_LIG_2-9	PF01044	Vinculin	Vinculin
3DID_WD40_LIG_1-0	PF00400	WD40	WD40
3DID_WD40_LIG_12-0	PF00400	WD40	WD40
3DID_WD40_LIG_12-1	PF00400	WD40	WD40
3DID_WD40_LIG_12-10	PF00400	WD40	WD40
3DID_WD40_LIG_12-13	PF00400	WD40	WD40
3DID_WD40_LIG_12-4	PF00400	WD40	WD40
3DID_WD40_LIG_12-7	PF00400	WD40	WD40
3DID_WD40_LIG_16-0	PF00400	WD40	WD40
3DID_WD40_LIG_17-0	PF00400	WD40	WD40
3DID_WD40_LIG_19-0	PF00400	WD40	WD40
3DID_WD40_LIG_19-1	PF00400	WD40	WD40
3DID_WD40_LIG_19-2	PF00400	WD40	WD40
3DID_WD40_LIG_2-0	PF00400	WD40	WD40
3DID_WD40_LIG_2-4	PF00400	WD40	WD40
3DID_WD40_LIG_2-6	PF00400	WD40	WD40
3DID_WD40_LIG_5-0	PF00400	WD40	WD40
3DID_WD40_LIG_5-2	PF00400	WD40	WD40
3DID_WD40_LIG_5-5	PF00400	WD40	WD40
3DID_WD40_LIG_6-0	PF00400	WD40	WD40
3DID_WD40_LIG_6-1	PF00400	WD40	WD40
3DID_WD40_LIG_6-24	PF00400	WD40	WD40
3DID_WD40_LIG_6-39	PF00400	WD40	WD40
3DID_WD40_LIG_6-42	PF00400	WD40	WD40
3DID_WD40_LIG_6-6	PF00400	WD40	WD40
3DID_WD40_LIG_6-8	PF00400	WD40	WD40
3DID_WD40_LIG_7-0	PF00400	WD40	WD40
3DID_WD40_LIG_7-13	PF00400	WD40	WD40
3DID_WD40_LIG_7-7	PF00400	WD40	WD40
3DID_WD40_LIG_7-9	PF00400	WD40	WD40
3DID_WD40_LIG_8-0	PF00400	WD40	WD40
3DID_WD40_LIG_8-1	PF00400	WD40	WD40
3DID_WD40_LIG_8-15	PF00400	WD40	WD40
3DID_WD40_LIG_8-2	PF00400	WD40	WD40
3DID_WD40_LIG_8-3	PF00400	WD40	WD40
3DID_WD40_LIG_8-7	PF00400	WD40	WD40
3DID_WD40_LIG_9-0	PF00400	WD40	WD40
3DID_WD40_LIG_9-1	PF00400	WD40	WD40
3DID_WH1_LIG_0-0	PF00568	WH1	WH1
3DID_WH1_LIG_1-0	PF00568	WH1	WH1
3DID_WH1_LIG_2-0	PF00568	WH1	WH1
3DID_WW_LIG_0-0	PF00397	WW	WW
3DID_WW_LIG_0-155	PF00397	WW	WW
3DID_WW_LIG_0-170	PF00397	WW	WW
3DID_WW_LIG_0-172	PF00397	WW	WW
3DID_WW_LIG_0-18	PF00397	WW	WW
3DID_WW_LIG_0-2	PF00397	WW	WW
3DID_WW_LIG_0-35	PF00397	WW	WW
3DID_WW_LIG_1-0	PF00397	WW	WW
3DID_WW_LIG_1-1	PF00397	WW	WW
3DID_WW_LIG_2-0	PF00397	WW	WW
3DID_WW_LIG_2-54	PF00397	WW	WW
3DID_WW_LIG_2-79	PF00397	WW	WW
3DID_XMAP215_CLASP_TOG_LIG_0-0	PF21041	XMAP215_CLASP_TOG	XMAP215_CLASP_TOG
3DID_XMAP215_CLASP_TOG_LIG_1-1	PF21041	XMAP215_CLASP_TOG	XMAP215_CLASP_TOG
3DID_XPC-binding_LIG_0-0	PF09280	XPC-binding	XPC-binding
3DID_YBD_LIG_1-0	PF17725	YBD	YBD
3DID_YBD_LIG_1-21	PF17725	YBD	YBD
3DID_YBD_LIG_1-34	PF17725	YBD	YBD
3DID_YBD_LIG_1-4	PF17725	YBD	YBD
3DID_YEATS_LIG_0-0	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-10	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-14	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-22	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-29	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-36	PF03366	YEATS	YEATS
3DID_YEATS_LIG_0-6	PF03366	YEATS	YEATS
3DID_Y_phosphatase_LIG_0-0	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-1	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-10	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-17	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-18	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-6	PF00102	Y_phosphatase	Y_phosphatase
3DID_Y_phosphatase_LIG_0-8	PF00102	Y_phosphatase	Y_phosphatase
3DID_Ydr279_N_LIG_0-0	PF17745	Ydr279_N	Ydr279_N
3DID_fn1_LIG_0-0	PF00039	fn1	fn1
3DID_fn1_LIG_2-0	PF00039	fn1	fn1
3DID_ubiquitin_LIG_3-0	PF00240	ubiquitin	ubiquitin
3DID_ubiquitin_LIG_7-0	PF00240	ubiquitin	ubiquitin
3DID_zf-CW_LIG_0-0	PF07496	zf-CW	zf-CW
3DID_zf-UBP_LIG_0-0	PF02148	zf-UBP	zf-UBP
